Topologia,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,id,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Prob_perdida,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Delay,Nodo_TA
1,0.0,14.37984254547511,31.76602882125349,18.249480597963647,5.3395373065602225,10.798641308769927,3.2229724517433165,9.800253508821932,7.550048357367569,3.539477919171526,5.475416287633907,52.437059026234884,12.150937625469524,0.0,310.7269515963214,77.05393419658948,140.43305434445315,461.871652757856,130.86405301037692,378.3223131326333,370.9597382321474,39.18317001840716,193.28653485926995,1083.3024490614348,55.876869666967835,303.0270684823888,0.0,192.67153813367818,210.00916721311756,560.8783098201933,99.75001812066132,32916.934133407856,80.12150790998184,114.14284765421091,117.09671976334228,306.6462880793443,8.991708767410357,177.16311061446396,709.0326784272462,0.0,236.24696774079715,443.41697251162674,336.75423723666455,271.7764345668978,339.60558807199413,172.06900381741218,220.44218291408077,798.5811032140741,35.61873927739091,68.43074430751453,263.5231250952305,58.16501462834142,0.0,147.93722930846084,106.70890977792462,1348.1174390853087,109.98009904123883,13.176346739314436,69.2548551062049,119.87088180664854,17.694836710097018,312.8349675567707,1278.3175494150744,350.18826833713837,136.22739106725913,0.0,306.02695799382036,1394.2561623719075,557.1640574143339,123.30879414771334,210.65596373108127,682.1553734706731,16.858118583265792,90.14435996540708,615.4078449330424,115.72648778770915,123.28432571957704,198.9221807306172,0.0,94.68819550968988,135.67014192674452,17.410798712855026,43.8135942110011,260.26594397429506,18.022025022554246,433.6069002114178,1582.6150385857177,226.95048368873552,296.6688904821798,792.0513712907522,166.69804637841372,0.0,824.7913194838172,121.7015889148864,475.9815570905208,915.8439307442401,34.772202359172724,783.0067326919051,936.0895323560073,601.1360483679895,611.9884966535599,1291.355961772985,338.1764564397611,1371.1862050552643,0.0,213.82241921960124,500.6398021019191,2745.658222827148,6.242905389326139,21.817131902554824,121.26111793326734,188.30730792144564,20.120824410821676,70.33026150579221,25.67730464014633,562.5390994705494,23.028757667983903,0.0,944.6752537371495,62.95236929074268,1.3903015852280611,174.1994589891112,896.0965215157254,55.1350403401002,63.02728012316426,484.286814514486,60.951142505417934,456.03760184188286,344.551326385328,110.76270908166697,0.0,197.05977856378226,38.68241165767217,1748.4374320565203,1458.5462568929315,902.9155281250293,264.92642676025497,923.8884665275768,273.10278309089216,1262.1830233901405,2591.511956413785,209.81742585491298,476.9566285338552,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,S2
1,0.0,14.37984254547511,31.76602882125349,18.249480597963647,5.3395373065602225,10.798641308769927,3.2229724517433165,9.800253508821932,7.550048357367569,3.539477919171526,5.475416287633907,52.437059026234884,12.150937625469524,0.0,310.7269515963214,77.05393419658948,140.43305434445315,461.871652757856,130.86405301037692,378.3223131326333,370.9597382321474,39.18317001840716,193.28653485926995,1083.3024490614348,55.876869666967835,303.0270684823888,0.0,192.67153813367818,210.00916721311756,560.8783098201933,99.75001812066132,32916.934133407856,80.12150790998184,114.14284765421091,117.09671976334228,306.6462880793443,8.991708767410357,177.16311061446396,709.0326784272462,0.0,236.24696774079715,443.41697251162674,336.75423723666455,271.7764345668978,339.60558807199413,172.06900381741218,220.44218291408077,798.5811032140741,35.61873927739091,68.43074430751453,263.5231250952305,58.16501462834142,0.0,147.93722930846084,106.70890977792462,1348.1174390853087,109.98009904123883,13.176346739314436,69.2548551062049,119.87088180664854,17.694836710097018,312.8349675567707,1278.3175494150744,350.18826833713837,136.22739106725913,0.0,306.02695799382036,1394.2561623719075,557.1640574143339,123.30879414771334,210.65596373108127,682.1553734706731,16.858118583265792,90.14435996540708,615.4078449330424,115.72648778770915,123.28432571957704,198.9221807306172,0.0,94.68819550968988,135.67014192674452,17.410798712855026,43.8135942110011,260.26594397429506,18.022025022554246,433.6069002114178,1582.6150385857177,226.95048368873552,296.6688904821798,792.0513712907522,166.69804637841372,0.0,824.7913194838172,121.7015889148864,475.9815570905208,915.8439307442401,34.772202359172724,783.0067326919051,936.0895323560073,601.1360483679895,611.9884966535599,1291.355961772985,338.1764564397611,1371.1862050552643,0.0,213.82241921960124,500.6398021019191,2745.658222827148,6.242905389326139,21.817131902554824,121.26111793326734,188.30730792144564,20.120824410821676,70.33026150579221,25.67730464014633,562.5390994705494,23.028757667983903,0.0,944.6752537371495,62.95236929074268,1.3903015852280611,174.1994589891112,896.0965215157254,55.1350403401002,63.02728012316426,484.286814514486,60.951142505417934,456.03760184188286,344.551326385328,110.76270908166697,0.0,197.05977856378226,38.68241165767217,1748.4374320565203,1458.5462568929315,902.9155281250293,264.92642676025497,923.8884665275768,273.10278309089216,1262.1830233901405,2591.511956413785,209.81742585491298,476.9566285338552,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6,6.64,9.72,7.58,1.18,2.33,9.44,1.53,4.71,1.49,6.92,1.78,8.64,2.0,3.05,2.2,8.94,7.06,4.28,8.7,4.09,2.5,3.01,5.67,6.09,9.14,5.8,2.94,3.25,4.08,S7
1,0.0,14.37984254547511,31.76602882125349,18.249480597963647,5.3395373065602225,10.798641308769927,3.2229724517433165,9.800253508821932,7.550048357367569,3.539477919171526,5.475416287633907,52.437059026234884,12.150937625469524,0.0,310.7269515963214,77.05393419658948,140.43305434445315,461.871652757856,130.86405301037692,378.3223131326333,370.9597382321474,39.18317001840716,193.28653485926995,1083.3024490614348,55.876869666967835,303.0270684823888,0.0,192.67153813367818,210.00916721311756,560.8783098201933,99.75001812066132,32916.934133407856,80.12150790998184,114.14284765421091,117.09671976334228,306.6462880793443,8.991708767410357,177.16311061446396,709.0326784272462,0.0,236.24696774079715,443.41697251162674,336.75423723666455,271.7764345668978,339.60558807199413,172.06900381741218,220.44218291408077,798.5811032140741,35.61873927739091,68.43074430751453,263.5231250952305,58.16501462834142,0.0,147.93722930846084,106.70890977792462,1348.1174390853087,109.98009904123883,13.176346739314436,69.2548551062049,119.87088180664854,17.694836710097018,312.8349675567707,1278.3175494150744,350.18826833713837,136.22739106725913,0.0,306.02695799382036,1394.2561623719075,557.1640574143339,123.30879414771334,210.65596373108127,682.1553734706731,16.858118583265792,90.14435996540708,615.4078449330424,115.72648778770915,123.28432571957704,198.9221807306172,0.0,94.68819550968988,135.67014192674452,17.410798712855026,43.8135942110011,260.26594397429506,18.022025022554246,433.6069002114178,1582.6150385857177,226.95048368873552,296.6688904821798,792.0513712907522,166.69804637841372,0.0,824.7913194838172,121.7015889148864,475.9815570905208,915.8439307442401,34.772202359172724,783.0067326919051,936.0895323560073,601.1360483679895,611.9884966535599,1291.355961772985,338.1764564397611,1371.1862050552643,0.0,213.82241921960124,500.6398021019191,2745.658222827148,6.242905389326139,21.817131902554824,121.26111793326734,188.30730792144564,20.120824410821676,70.33026150579221,25.67730464014633,562.5390994705494,23.028757667983903,0.0,944.6752537371495,62.95236929074268,1.3903015852280611,174.1994589891112,896.0965215157254,55.1350403401002,63.02728012316426,484.286814514486,60.951142505417934,456.03760184188286,344.551326385328,110.76270908166697,0.0,197.05977856378226,38.68241165767217,1748.4374320565203,1458.5462568929315,902.9155281250293,264.92642676025497,923.8884665275768,273.10278309089216,1262.1830233901405,2591.511956413785,209.81742585491298,476.9566285338552,0.0,0.02,0.09,0.08,0.04,0.01,0.02,0.09,0.06,0.03,0.02,0.07,0.0,0.05,0.05,0.07,0.01,0.07,0.07,0.02,0.01,0.06,0.07,0.09,0.02,0.08,0.05,0.02,0.0,0.01,0.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,S2
1,0.0,14.37984254547511,31.76602882125349,18.249480597963647,5.3395373065602225,10.798641308769927,3.2229724517433165,9.800253508821932,7.550048357367569,3.539477919171526,5.475416287633907,52.437059026234884,12.150937625469524,0.0,310.7269515963214,77.05393419658948,140.43305434445315,461.871652757856,130.86405301037692,378.3223131326333,370.9597382321474,39.18317001840716,193.28653485926995,1083.3024490614348,55.876869666967835,303.0270684823888,0.0,192.67153813367818,210.00916721311756,560.8783098201933,99.75001812066132,32916.934133407856,80.12150790998184,114.14284765421091,117.09671976334228,306.6462880793443,8.991708767410357,177.16311061446396,709.0326784272462,0.0,236.24696774079715,443.41697251162674,336.75423723666455,271.7764345668978,339.60558807199413,172.06900381741218,220.44218291408077,798.5811032140741,35.61873927739091,68.43074430751453,263.5231250952305,58.16501462834142,0.0,147.93722930846084,106.70890977792462,1348.1174390853087,109.98009904123883,13.176346739314436,69.2548551062049,119.87088180664854,17.694836710097018,312.8349675567707,1278.3175494150744,350.18826833713837,136.22739106725913,0.0,306.02695799382036,1394.2561623719075,557.1640574143339,123.30879414771334,210.65596373108127,682.1553734706731,16.858118583265792,90.14435996540708,615.4078449330424,115.72648778770915,123.28432571957704,198.9221807306172,0.0,94.68819550968988,135.67014192674452,17.410798712855026,43.8135942110011,260.26594397429506,18.022025022554246,433.6069002114178,1582.6150385857177,226.95048368873552,296.6688904821798,792.0513712907522,166.69804637841372,0.0,824.7913194838172,121.7015889148864,475.9815570905208,915.8439307442401,34.772202359172724,783.0067326919051,936.0895323560073,601.1360483679895,611.9884966535599,1291.355961772985,338.1764564397611,1371.1862050552643,0.0,213.82241921960124,500.6398021019191,2745.658222827148,6.242905389326139,21.817131902554824,121.26111793326734,188.30730792144564,20.120824410821676,70.33026150579221,25.67730464014633,562.5390994705494,23.028757667983903,0.0,944.6752537371495,62.95236929074268,1.3903015852280611,174.1994589891112,896.0965215157254,55.1350403401002,63.02728012316426,484.286814514486,60.951142505417934,456.03760184188286,344.551326385328,110.76270908166697,0.0,197.05977856378226,38.68241165767217,1748.4374320565203,1458.5462568929315,902.9155281250293,264.92642676025497,923.8884665275768,273.10278309089216,1262.1830233901405,2591.511956413785,209.81742585491298,476.9566285338552,0.0,0.06,0.01,0.01,0.1,0.09,0.03,0.08,0.04,0.05,0.03,0.0,0.08,0.04,0.02,0.01,0.08,0.01,0.02,0.09,0.09,0.03,0.0,0.0,0.04,0.06,0.02,0.1,0.09,0.04,0.01,6.21,6.09,8.33,2.39,5.5,8.34,5.0,1.26,6.91,8.53,7.64,2.02,1.58,2.45,1.56,3.14,4.89,3.02,7.78,1.3,8.78,9.58,8.68,9.06,9.55,3.31,4.73,6.33,6.85,2.32,S5
1,0.0,17.97480318184389,39.70753602656686,22.81185074745456,6.674421633200279,13.49830163596241,4.028715564679145,12.250316886027417,9.43756044670946,4.424347398964407,6.844270359542385,65.5463237827936,15.188672031836909,0.0,388.40868949540175,96.31741774573685,175.54131793056644,577.33956594732,163.58006626297114,472.90289141579166,463.6996727901843,48.97896252300895,241.60816857408747,1354.1280613267936,69.84608708370979,378.783835602986,0.0,240.8394226670977,262.511459016397,701.0978872752416,124.68752265082664,41146.16766675982,100.1518848874773,142.67855956776364,146.37089970417782,383.3078600991804,11.239635959262946,221.45388826807996,886.290848034058,0.0,295.3087096759964,554.2712156395335,420.9427965458307,339.72054320862225,424.5069850899927,215.08625477176525,275.5527286426009,998.2263790175928,44.52342409673863,85.53843038439315,329.4039063690382,72.70626828542677,0.0,184.92153663557605,133.38613722240578,1685.146798856636,137.47512380154853,16.470433424143046,86.56856888275611,149.8386022583107,22.118545887621273,391.0437094459634,1597.8969367688433,437.735335421423,170.28423883407393,0.0,382.53369749227545,1742.8202029648844,696.4550717679174,154.13599268464168,263.3199546638516,852.6942168383414,21.07264822908224,112.68044995675886,769.259806166303,144.65810973463644,154.10540714947132,248.65272591327155,0.0,118.36024438711235,169.5876774084306,21.763498391068783,54.76699276375137,325.33242996786885,22.527531278192807,542.0086252642724,1978.2687982321468,283.6881046109194,370.83611310272465,990.0642141134402,208.37255797301714,0.0,1030.9891493547716,152.126986143608,594.976946363151,1144.8049134303,43.4652529489659,978.7584158648814,1170.111915445009,751.4200604599869,764.9856208169499,1614.1949522162313,422.72057054970145,1713.98275631908,0.0,267.2780240245016,625.7997526273989,3432.072778533935,7.803631736657673,27.27141487819353,151.5763974165842,235.38413490180704,25.151030513527097,87.91282688224027,32.096630800182915,703.1738743381867,28.785947084979878,0.0,1180.844067171437,78.69046161342835,1.737876981535076,217.749323736389,1120.120651894657,68.91880042512524,78.78410015395532,605.3585181431075,76.18892813177241,570.0470023023537,430.68915798166006,138.4533863520837,0.0,246.32472320472783,48.35301457209022,2185.5467900706503,1823.1828211161646,1128.6444101562865,331.1580334503187,1154.860583159471,341.37847886361516,1577.7287792376756,3239.3899455172314,262.2717823186412,596.195785667319,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,S2
1,0.0,17.97480318184389,39.70753602656686,22.81185074745456,6.674421633200279,13.49830163596241,4.028715564679145,12.250316886027417,9.43756044670946,4.424347398964407,6.844270359542385,65.5463237827936,15.188672031836909,0.0,388.40868949540175,96.31741774573685,175.54131793056644,577.33956594732,163.58006626297114,472.90289141579166,463.6996727901843,48.97896252300895,241.60816857408747,1354.1280613267936,69.84608708370979,378.783835602986,0.0,240.8394226670977,262.511459016397,701.0978872752416,124.68752265082664,41146.16766675982,100.1518848874773,142.67855956776364,146.37089970417782,383.3078600991804,11.239635959262946,221.45388826807996,886.290848034058,0.0,295.3087096759964,554.2712156395335,420.9427965458307,339.72054320862225,424.5069850899927,215.08625477176525,275.5527286426009,998.2263790175928,44.52342409673863,85.53843038439315,329.4039063690382,72.70626828542677,0.0,184.92153663557605,133.38613722240578,1685.146798856636,137.47512380154853,16.470433424143046,86.56856888275611,149.8386022583107,22.118545887621273,391.0437094459634,1597.8969367688433,437.735335421423,170.28423883407393,0.0,382.53369749227545,1742.8202029648844,696.4550717679174,154.13599268464168,263.3199546638516,852.6942168383414,21.07264822908224,112.68044995675886,769.259806166303,144.65810973463644,154.10540714947132,248.65272591327155,0.0,118.36024438711235,169.5876774084306,21.763498391068783,54.76699276375137,325.33242996786885,22.527531278192807,542.0086252642724,1978.2687982321468,283.6881046109194,370.83611310272465,990.0642141134402,208.37255797301714,0.0,1030.9891493547716,152.126986143608,594.976946363151,1144.8049134303,43.4652529489659,978.7584158648814,1170.111915445009,751.4200604599869,764.9856208169499,1614.1949522162313,422.72057054970145,1713.98275631908,0.0,267.2780240245016,625.7997526273989,3432.072778533935,7.803631736657673,27.27141487819353,151.5763974165842,235.38413490180704,25.151030513527097,87.91282688224027,32.096630800182915,703.1738743381867,28.785947084979878,0.0,1180.844067171437,78.69046161342835,1.737876981535076,217.749323736389,1120.120651894657,68.91880042512524,78.78410015395532,605.3585181431075,76.18892813177241,570.0470023023537,430.68915798166006,138.4533863520837,0.0,246.32472320472783,48.35301457209022,2185.5467900706503,1823.1828211161646,1128.6444101562865,331.1580334503187,1154.860583159471,341.37847886361516,1577.7287792376756,3239.3899455172314,262.2717823186412,596.195785667319,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.56,5.96,2.32,3.31,8.15,5.61,1.92,3.16,5.97,2.85,2.96,5.93,5.11,7.12,4.99,9.69,8.72,9.72,9.96,6.29,3.37,7.71,4.89,4.0,8.28,4.98,7.63,7.79,7.63,9.3,S2
1,0.0,17.97480318184389,39.70753602656686,22.81185074745456,6.674421633200279,13.49830163596241,4.028715564679145,12.250316886027417,9.43756044670946,4.424347398964407,6.844270359542385,65.5463237827936,15.188672031836909,0.0,388.40868949540175,96.31741774573685,175.54131793056644,577.33956594732,163.58006626297114,472.90289141579166,463.6996727901843,48.97896252300895,241.60816857408747,1354.1280613267936,69.84608708370979,378.783835602986,0.0,240.8394226670977,262.511459016397,701.0978872752416,124.68752265082664,41146.16766675982,100.1518848874773,142.67855956776364,146.37089970417782,383.3078600991804,11.239635959262946,221.45388826807996,886.290848034058,0.0,295.3087096759964,554.2712156395335,420.9427965458307,339.72054320862225,424.5069850899927,215.08625477176525,275.5527286426009,998.2263790175928,44.52342409673863,85.53843038439315,329.4039063690382,72.70626828542677,0.0,184.92153663557605,133.38613722240578,1685.146798856636,137.47512380154853,16.470433424143046,86.56856888275611,149.8386022583107,22.118545887621273,391.0437094459634,1597.8969367688433,437.735335421423,170.28423883407393,0.0,382.53369749227545,1742.8202029648844,696.4550717679174,154.13599268464168,263.3199546638516,852.6942168383414,21.07264822908224,112.68044995675886,769.259806166303,144.65810973463644,154.10540714947132,248.65272591327155,0.0,118.36024438711235,169.5876774084306,21.763498391068783,54.76699276375137,325.33242996786885,22.527531278192807,542.0086252642724,1978.2687982321468,283.6881046109194,370.83611310272465,990.0642141134402,208.37255797301714,0.0,1030.9891493547716,152.126986143608,594.976946363151,1144.8049134303,43.4652529489659,978.7584158648814,1170.111915445009,751.4200604599869,764.9856208169499,1614.1949522162313,422.72057054970145,1713.98275631908,0.0,267.2780240245016,625.7997526273989,3432.072778533935,7.803631736657673,27.27141487819353,151.5763974165842,235.38413490180704,25.151030513527097,87.91282688224027,32.096630800182915,703.1738743381867,28.785947084979878,0.0,1180.844067171437,78.69046161342835,1.737876981535076,217.749323736389,1120.120651894657,68.91880042512524,78.78410015395532,605.3585181431075,76.18892813177241,570.0470023023537,430.68915798166006,138.4533863520837,0.0,246.32472320472783,48.35301457209022,2185.5467900706503,1823.1828211161646,1128.6444101562865,331.1580334503187,1154.860583159471,341.37847886361516,1577.7287792376756,3239.3899455172314,262.2717823186412,596.195785667319,0.0,0.04,0.01,0.03,0.09,0.03,0.07,0.07,0.1,0.01,0.06,0.01,0.04,0.02,0.04,0.03,0.07,0.03,0.04,0.02,0.09,0.04,0.09,0.04,0.05,0.02,0.09,0.09,0.1,0.01,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,S5
1,0.0,17.97480318184389,39.70753602656686,22.81185074745456,6.674421633200279,13.49830163596241,4.028715564679145,12.250316886027417,9.43756044670946,4.424347398964407,6.844270359542385,65.5463237827936,15.188672031836909,0.0,388.40868949540175,96.31741774573685,175.54131793056644,577.33956594732,163.58006626297114,472.90289141579166,463.6996727901843,48.97896252300895,241.60816857408747,1354.1280613267936,69.84608708370979,378.783835602986,0.0,240.8394226670977,262.511459016397,701.0978872752416,124.68752265082664,41146.16766675982,100.1518848874773,142.67855956776364,146.37089970417782,383.3078600991804,11.239635959262946,221.45388826807996,886.290848034058,0.0,295.3087096759964,554.2712156395335,420.9427965458307,339.72054320862225,424.5069850899927,215.08625477176525,275.5527286426009,998.2263790175928,44.52342409673863,85.53843038439315,329.4039063690382,72.70626828542677,0.0,184.92153663557605,133.38613722240578,1685.146798856636,137.47512380154853,16.470433424143046,86.56856888275611,149.8386022583107,22.118545887621273,391.0437094459634,1597.8969367688433,437.735335421423,170.28423883407393,0.0,382.53369749227545,1742.8202029648844,696.4550717679174,154.13599268464168,263.3199546638516,852.6942168383414,21.07264822908224,112.68044995675886,769.259806166303,144.65810973463644,154.10540714947132,248.65272591327155,0.0,118.36024438711235,169.5876774084306,21.763498391068783,54.76699276375137,325.33242996786885,22.527531278192807,542.0086252642724,1978.2687982321468,283.6881046109194,370.83611310272465,990.0642141134402,208.37255797301714,0.0,1030.9891493547716,152.126986143608,594.976946363151,1144.8049134303,43.4652529489659,978.7584158648814,1170.111915445009,751.4200604599869,764.9856208169499,1614.1949522162313,422.72057054970145,1713.98275631908,0.0,267.2780240245016,625.7997526273989,3432.072778533935,7.803631736657673,27.27141487819353,151.5763974165842,235.38413490180704,25.151030513527097,87.91282688224027,32.096630800182915,703.1738743381867,28.785947084979878,0.0,1180.844067171437,78.69046161342835,1.737876981535076,217.749323736389,1120.120651894657,68.91880042512524,78.78410015395532,605.3585181431075,76.18892813177241,570.0470023023537,430.68915798166006,138.4533863520837,0.0,246.32472320472783,48.35301457209022,2185.5467900706503,1823.1828211161646,1128.6444101562865,331.1580334503187,1154.860583159471,341.37847886361516,1577.7287792376756,3239.3899455172314,262.2717823186412,596.195785667319,0.0,0.06,0.08,0.06,0.06,0.06,0.1,0.09,0.09,0.05,0.07,0.01,0.04,0.01,0.1,0.09,0.02,0.04,0.03,0.03,0.04,0.07,0.01,0.03,0.1,0.09,0.08,0.05,0.07,0.02,0.08,9.65,6.06,1.87,1.52,1.41,9.06,9.74,4.54,4.0,9.05,7.22,1.05,5.27,5.66,4.51,6.85,7.95,5.02,2.01,4.17,1.66,2.62,7.4,2.67,6.64,4.25,8.1,5.48,3.94,8.24,S2
1,0.0,25.164724454581446,55.590550437193606,31.936591046436376,9.34419028648039,18.89762229034737,5.640201790550803,17.15044364043838,13.212584625393243,6.19408635855017,9.581978503359338,91.76485329591104,21.26414084457167,0.0,543.7721652935625,134.84438484403157,245.75784510279303,808.2753923262479,229.0120927681596,662.0640479821083,649.1795419062581,68.57054753221254,338.25143600372246,1895.779285857511,97.78452191719371,530.2973698441804,0.0,337.17519173393674,367.5160426229557,981.5370421853382,174.56253171115728,57604.63473346375,140.2126388424682,199.74998339486908,204.91925958584895,536.6310041388526,15.735490342968125,310.0354435753119,1240.8071872476812,0.0,413.432193546395,775.9797018953468,589.3199151641629,475.60876049207116,594.3097791259898,301.1207566804714,385.77382009964134,1397.5169306246298,62.33279373543409,119.75380253815041,461.16546891665354,101.78877559959749,0.0,258.89015128980645,186.74059211136807,2359.20551839929,192.46517332216797,23.058606793800266,121.19599643585858,209.77404316163492,30.965964242669788,547.4611932243487,2237.05571147638,612.8294695899922,238.3979343677035,0.0,535.5471764891856,2439.9482841508384,975.0371004750843,215.79038975849835,368.6479365293922,1193.7719035736782,29.501707520715136,157.7526299394624,1076.9637286328243,202.521353628491,215.7475700092598,348.11381627858015,0.0,165.7043421419573,237.42274837180287,30.4688977474963,76.6737898692519,455.46540195501643,31.538543789469927,758.8120753699812,2769.5763175250054,397.1633464552872,519.1705583438146,1386.0898997588165,291.72158116222397,0.0,1443.3848090966806,212.9777806010512,832.9677249084115,1602.72687880242,60.85135412855225,1370.261782210834,1638.1566816230127,1051.9880846439814,1070.97986914373,2259.8729331027234,591.808798769582,2399.575858846712,0.0,374.1892336343022,876.1196536783584,4804.901889947509,10.925084431320741,38.17998082947095,212.20695638321789,329.5377888625299,35.21144271893793,123.07795763513636,44.93528312025608,984.4434240734614,40.30032591897182,0.0,1653.1816940400117,110.16664625879969,2.4330277741491066,304.8490532309446,1568.1689126525196,96.48632059517536,110.29774021553746,847.5019254003505,106.66449938448139,798.0658032232951,602.9648211743241,193.8347408929172,0.0,344.854612486619,67.69422040092631,3059.7655060989105,2552.4559495626304,1580.1021742188009,463.62124683044624,1616.8048164232594,477.9298704090612,2208.820290932745,4535.145923724124,367.18049524609773,834.6740999342467,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,S2
1,0.0,25.164724454581446,55.590550437193606,31.936591046436376,9.34419028648039,18.89762229034737,5.640201790550803,17.15044364043838,13.212584625393243,6.19408635855017,9.581978503359338,91.76485329591104,21.26414084457167,0.0,543.7721652935625,134.84438484403157,245.75784510279303,808.2753923262479,229.0120927681596,662.0640479821083,649.1795419062581,68.57054753221254,338.25143600372246,1895.779285857511,97.78452191719371,530.2973698441804,0.0,337.17519173393674,367.5160426229557,981.5370421853382,174.56253171115728,57604.63473346375,140.2126388424682,199.74998339486908,204.91925958584895,536.6310041388526,15.735490342968125,310.0354435753119,1240.8071872476812,0.0,413.432193546395,775.9797018953468,589.3199151641629,475.60876049207116,594.3097791259898,301.1207566804714,385.77382009964134,1397.5169306246298,62.33279373543409,119.75380253815041,461.16546891665354,101.78877559959749,0.0,258.89015128980645,186.74059211136807,2359.20551839929,192.46517332216797,23.058606793800266,121.19599643585858,209.77404316163492,30.965964242669788,547.4611932243487,2237.05571147638,612.8294695899922,238.3979343677035,0.0,535.5471764891856,2439.9482841508384,975.0371004750843,215.79038975849835,368.6479365293922,1193.7719035736782,29.501707520715136,157.7526299394624,1076.9637286328243,202.521353628491,215.7475700092598,348.11381627858015,0.0,165.7043421419573,237.42274837180287,30.4688977474963,76.6737898692519,455.46540195501643,31.538543789469927,758.8120753699812,2769.5763175250054,397.1633464552872,519.1705583438146,1386.0898997588165,291.72158116222397,0.0,1443.3848090966806,212.9777806010512,832.9677249084115,1602.72687880242,60.85135412855225,1370.261782210834,1638.1566816230127,1051.9880846439814,1070.97986914373,2259.8729331027234,591.808798769582,2399.575858846712,0.0,374.1892336343022,876.1196536783584,4804.901889947509,10.925084431320741,38.17998082947095,212.20695638321789,329.5377888625299,35.21144271893793,123.07795763513636,44.93528312025608,984.4434240734614,40.30032591897182,0.0,1653.1816940400117,110.16664625879969,2.4330277741491066,304.8490532309446,1568.1689126525196,96.48632059517536,110.29774021553746,847.5019254003505,106.66449938448139,798.0658032232951,602.9648211743241,193.8347408929172,0.0,344.854612486619,67.69422040092631,3059.7655060989105,2552.4559495626304,1580.1021742188009,463.62124683044624,1616.8048164232594,477.9298704090612,2208.820290932745,4535.145923724124,367.18049524609773,834.6740999342467,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.46,3.46,6.44,6.71,6.08,6.67,7.24,9.77,4.63,1.16,2.84,1.7,6.71,8.66,3.02,1.58,1.33,3.79,2.3,1.28,9.96,9.83,7.17,9.66,6.03,2.13,2.32,8.06,9.48,5.45,S5
